WORDTYPES, SWORDTYPES, LEXTYPES, SLEXTYPES, WORDTOKENS, SWORDTOKENS, LEXTOKENS, SLEXTOKENS, LD, LS1, LS2, VS1, VS2, CVS1, NDW, NDWZ, NDWERZ, NDWESZ, TTR, MSTTR, CTTR, RTTR, LOGTTR, UBER, VV1, SVV1, CVV1, LV, VV2, NV, ADJV, ADVV, MODV
87, 16, 53, 13, 230, 24, 124, 17, 0.54, 0.14, 0.18, 0.17, 0.83, 0.65, 87, 30, 33.90, 32.30, 0.38, 0.62, 4.06, 5.74, 0.82, 13.21, 0.67, 13.33, 2.58, 0.43, 0.16, 0.39, 0.06, 0.09, 0.15
